star_id,subtipo_rrlyrae,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,arquetipo_dominante,star_id_base,archivo_origen
OGLEIV_OGLE-BLG-RRLYR-15570,RRab,0.4847506259601525,0.0,0.5152493638884198,0.0,0.0,0.0,3,OGLE-BLG-RRLYR-15570,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-07917,RRab,0.4079991821002722,0.0,0.0,0.5920008083209334,0.0,0.0,4,OGLE-LMC-RRLYR-07917,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIII_OGLE-BLG-RRLYR-03048,RRab,0.9972971818615965,0.0,0.0027028077766492204,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-03048,datos\raw\periodos\OGLEIII\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-09060,RRab,0.08456940517005669,0.0,0.0,0.9071248880552003,0.0,0.008305698192565481,4,OGLE-LMC-RRLYR-09060,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIV_OGLE-SMC-RRLYR-0342,RRab,0.5462330768556941,0.07288431450856137,0.38088259816410824,0.0,0.0,0.0,1,OGLE-SMC-RRLYR-0342,datos\raw\periodos\OGLEIV\SMC\RRab.dat
OGLEIII_OGLE-LMC-RRLYR-10323,RRab,0.5394696039824826,0.0,0.46053038555038023,0.0,0.0,0.0,1,OGLE-LMC-RRLYR-10323,datos\raw\periodos\OGLEIII\LMC\RRab.dat
OGLEIII_OGLE-BLG-RRLYR-06803,RRc,0.0,0.0,0.0,0.0,0.38050671812390846,0.6194932726969727,6,OGLE-BLG-RRLYR-06803,datos\raw\periodos\OGLEIII\BLG\RRc.dat
OGLEIV_OGLE-BLG-RRLYR-28333,RRab,0.0,0.0,0.6036739072086588,0.26197151994917545,0.13435456291141998,0.0,3,OGLE-BLG-RRLYR-28333,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-00765,RRab,0.0,0.0,0.8608683897613342,0.0,0.1391315997938625,0.0,3,OGLE-BLG-RRLYR-00765,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-14930,RRab,0.9999999902122572,0.0,0.0,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-14930,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-17096,RRab,0.0,0.0,0.38213865419336823,0.38921606983173646,0.22864526485607786,0.0,4,OGLE-LMC-RRLYR-17096,datos\raw\periodos\OGLEIV\LMC\RRab.dat
OGLEIV_OGLE-SMC-RRLYR-1190,RRab,0.5510916841177423,0.0,0.40921973075001533,0.0,0.0,0.039688575260312345,1,OGLE-SMC-RRLYR-1190,datos\raw\periodos\OGLEIV\SMC\RRab.dat
OGLEIV_OGLE-LMC-RRLYR-18017,RRc,0.0,0.0,0.0,0.0,0.0,0.9999999902168911,6,OGLE-LMC-RRLYR-18017,datos\raw\periodos\OGLEIV\LMC\RRc.dat
OGLEIV_OGLE-LMC-RRLYR-22435,RRc,0.0,0.0,0.0,0.0,0.0,0.9999999901721868,6,OGLE-LMC-RRLYR-22435,datos\raw\periodos\OGLEIV\LMC\RRc.dat
OGLEIII_OGLE-LMC-RRLYR-24784,RRd,0.0,0.0,0.0,0.0,0.29747305945430974,0.7025269299844875,6,OGLE-LMC-RRLYR-24784,datos\raw\periodos\OGLEIII\LMC\RRd.dat
OGLEIII_OGLE-LMC-RRLYR-17811,RRc,0.0,0.0,0.0216660028105754,0.0,0.0,0.9783339873926983,6,OGLE-LMC-RRLYR-17811,datos\raw\periodos\OGLEIII\LMC\RRc.dat
OGLEIV_OGLE-BLG-RRLYR-35473,RRab,0.5144639511206972,0.0,0.4855360385269108,0.0,0.0,0.0,1,OGLE-BLG-RRLYR-35473,datos\raw\periodos\OGLEIV\BLG\RRab.dat
OGLEIV_OGLE-BLG-RRLYR-05028,RRc,0.0,0.0,0.0,0.0,0.0,0.999999990079433,6,OGLE-BLG-RRLYR-05028,datos\raw\periodos\OGLEIV\BLG\RRc.dat
